Compound_ID	Standard Type	Standard Units	Smiles	Standard Value	pChEMBL Value	Assay ChEMBL ID	Standard Relation	Target ChEMBL ID	n_isomers	Molecular Weight
CHEMBL228678	IC50	nM	Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1C(F)(F)F	486.0	6.31	CHEMBL903784	=	CHEMBL278	1	573.1886838439999
CHEMBL228629	IC50	nM	CCc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1C	282.0	6.55	CHEMBL903784	=	CHEMBL278	1	533.232599344
CHEMBL228628	IC50	nM	Cc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Br	622.0	6.21	CHEMBL903784	=	CHEMBL278	1	583.1118112839999
CHEMBL389640	IC50	nM	Cc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Cl	416.0	6.38	CHEMBL903784	=	CHEMBL278	1	539.162326864
CHEMBL426908	IC50	nM	Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1C	49.0	7.31	CHEMBL903784	=	CHEMBL278	1	519.2169492799999
CHEMBL427891	IC50	nM	Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4ccccc4)CC3)cc2)C(=O)O)cc1	123.0	6.91	CHEMBL945759	=	CHEMBL278	1	576.240641252
CHEMBL253110	IC50	nM	O=C(O)c1cc(Cl)c(C(=O)N[C@@H](Cc2ccc(N3CCN(c4ccccc4)CC3)cc2)C(=O)O)c(Cl)c1	42.0	7.38	CHEMBL945759	=	CHEMBL278	1	541.11712626
CHEMBL253108	IC50	nM	O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(Cl)cncc1Cl	510.0	6.29	CHEMBL945759	=	CHEMBL278	1	498.12254598799996
CHEMBL254944	IC50	nM	O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(F)cccc1C(F)(F)F	4318.0	5.37	CHEMBL945759	=	CHEMBL278	1	515.1832045399999
CHEMBL402312	IC50	nM	O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(F)cccc1F	6807.0	5.17	CHEMBL945759	=	CHEMBL278	1	465.18639809999996
CHEMBL402311	IC50	nM	O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(Cl)cccc1Cl	1122.0	5.95	CHEMBL945759	=	CHEMBL278	1	497.12729701999996
CHEMBL254336	IC50	nM	O=C(O)[C@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)NC(=O)[C@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1	28.0	7.55	CHEMBL945759	=	CHEMBL278	1	630.1470464839999
CHEMBL254538	IC50	nM	Cc1ccc(S(=O)(=O)N2CSC[C@@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4ccccc4)CC3)cc2)C(=O)O)cc1	196.0	6.71	CHEMBL945759	=	CHEMBL278	1	594.1970621880001
CHEMBL404035	IC50	nM	CCNC(=O)N1CCN(c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3S(=O)(=O)c3ccccc3)C(=O)O)cc2)CC1	200.0	6.70	CHEMBL945759	=	CHEMBL278	1	557.2308048399999
CHEMBL254334	IC50	nM	O=C(O)[C@H](Cc1ccc(N2CCN(C(=O)C3CC3)CC2)cc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccccc1	80.0	7.10	CHEMBL945759	=	CHEMBL278	1	554.219905808
CHEMBL403822	IC50	nM	O=C(O)[C@H](Cc1ccc(N2CCN(c3cnccn3)CC2)cc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccccc1	124.0	6.91	CHEMBL945759	=	CHEMBL278	1	564.215489124
CHEMBL436846	IC50	nM	CC(=O)c1ccc(N2CCN(c3ccc(C[C@H](NC(=O)[C@@H]4CCCN4S(=O)(=O)c4ccccc4)C(=O)O)cc3)CC2)s1	67.0	7.17	CHEMBL945759	=	CHEMBL278	1	610.1919768079999
CHEMBL402516	IC50	nM	N#Cc1cccc(C#N)c1N1CCN(c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3S(=O)(=O)c3ccccc3)C(=O)O)cc2)CC1	19.0	7.72	CHEMBL945759	=	CHEMBL278	1	612.215489124
CHEMBL413459	IC50	nM	N#Cc1ccc(N2CCN(c3ccc(C[C@H](NC(=O)[C@@H]4CCCN4S(=O)(=O)c4ccccc4)C(=O)O)cc3)CC2)cc1	101.0	7.00	CHEMBL945759	=	CHEMBL278	1	587.2202401559999
CHEMBL404637	IC50	nM	N#Cc1ccccc1N1CCN(c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3S(=O)(=O)c3ccccc3)C(=O)O)cc2)CC1	67.0	7.17	CHEMBL945759	=	CHEMBL278	1	587.2202401559999
CHEMBL266229	IC50	nM	O=C(O)[C@H](Cc1ccc(N2CCN(c3ccccc3[N+](=O)[O-])CC2)cc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccccc1	69.0	7.16	CHEMBL945759	=	CHEMBL278	1	607.210069396
CHEMBL254140	IC50	nM	O=C(O)[C@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccccc1	76.0	7.12	CHEMBL945759	=	CHEMBL278	1	562.224991188
CHEMBL269768	IC50	nM	CCOC(=O)CCN1CCN(c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3S(=O)(=O)c3ccc(C)cc3)C(=O)O)cc2)CC1	130.0	6.89	CHEMBL945759	=	CHEMBL278	1	600.2617706199999
CHEMBL404636	IC50	nM	Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(Cc4ccccc4)CC3)cc2)C(=O)O)cc1	222.0	6.65	CHEMBL945759	=	CHEMBL278	1	590.2562913160001
CHEMBL402515	IC50	nM	Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(C)CC3)cc2)C(=O)O)cc1	235.0	6.63	CHEMBL945759	=	CHEMBL278	1	514.224991188
CHEMBL254139	IC50	nM	Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4ccccn4)CC3)cc2)C(=O)O)cc1	179.0	6.75	CHEMBL945759	=	CHEMBL278	1	577.23589022
CHEMBL253941	IC50	nM	Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4cnccn4)CC3)cc2)C(=O)O)cc1	75.0	7.12	CHEMBL945759	=	CHEMBL278	1	578.2311391880002
CHEMBL253940	IC50	nM	Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)O)cc1	239.0	6.62	CHEMBL945759	=	CHEMBL278	1	578.2311391880002
CHEMBL404376	IC50	nM	Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4ccccc4C#N)CC3)cc2)C(=O)O)cc1	99.0	7.00	CHEMBL945759	=	CHEMBL278	1	601.2358902200001
CHEMBL404635	IC50	nM	Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)cc2)C(=O)O)cc1	143.0	6.84	CHEMBL945759	=	CHEMBL278	1	621.22571946
CHEMBL253729	IC50	nM	Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4ccc(-c5ccccc5)cc4)CC3)cc2)C(=O)O)cc1	450.0	6.35	CHEMBL945759	=	CHEMBL278	1	652.27194138
CHEMBL404012	IC50	nM	Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4cccc(C)c4C)CC3)cc2)C(=O)O)cc1	327.0	6.49	CHEMBL945759	=	CHEMBL278	1	604.27194138
CHEMBL253728	IC50	nM	Cc1ccc(N2CCN(c3ccc(C[C@H](NC(=O)[C@@H]4CCCN4S(=O)(=O)c4ccc(C)cc4)C(=O)O)cc3)CC2)cc1	353.0	6.45	CHEMBL945759	=	CHEMBL278	1	590.256291316
CHEMBL265898	IC50	nM	COc1ccc(N2CCN(c3ccc(C[C@H](NC(=O)[C@@H]4CCCN4S(=O)(=O)c4ccc(C)cc4)C(=O)O)cc3)CC2)cc1	152.0	6.82	CHEMBL945759	=	CHEMBL278	1	606.2512059359999
CHEMBL253674	IC50	nM	COc1cccc(N2CCN(c3ccc(C[C@H](NC(=O)[C@@H]4CCCN4S(=O)(=O)c4ccc(C)cc4)C(=O)O)cc3)CC2)c1	170.0	6.77	CHEMBL945759	=	CHEMBL278	1	606.2512059359999
CHEMBL403428	IC50	nM	COc1ccccc1N1CCN(c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3S(=O)(=O)c3ccc(C)cc3)C(=O)O)cc2)CC1	135.0	6.87	CHEMBL945759	=	CHEMBL278	1	606.2512059359999
CHEMBL347903	IC50	nM	O=C(O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1	1.4	8.85	CHEMBL949077	=	CHEMBL278	1	470.04699809999994
CHEMBL272106	IC50	nM	O=C(O)c1[nH]c(CN(C2CCCCC2)S(=O)(=O)c2cc(Cl)cc(Cl)c2)nc1Cc1ccc(-c2ccccc2)cc1	237.0	6.62	CHEMBL949077	=	CHEMBL278	1	597.1255827680001
CHEMBL402570	IC50	nM	O=C(O)c1[nH]c(CN(C2CCCCC2)S(=O)(=O)c2cc(Cl)cc(Cl)c2)nc1Cc1ccc2ccccc2c1	285.0	6.54	CHEMBL949077	=	CHEMBL278	1	571.109932704
CHEMBL272321	IC50	nM	CC(C)C(c1nc(Cc2ccc3ccccc3c2)c(C(=O)O)[nH]1)N(C)S(=O)(=O)c1cc(Cl)cc(Cl)c1	2535.0	5.60	CHEMBL949077	=	CHEMBL278	2	545.09428264
CHEMBL273016	IC50	nM	O=C(O)C(Cc1ccccc1)N1C[C@@H]2CCN(S(=O)(=O)c3cc(Cl)cc(Cl)c3)[C@@H]2C1=O	2100.0	5.68	CHEMBL949077	=	CHEMBL278	2	482.04699809999994
CHEMBL29359	IC50	nM	COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1	0.64	9.19	CHEMBL949077	=	CHEMBL278	1	576.088862912
CHEMBL425647	IC50	nM	Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	0.51	9.29	CHEMBL987226	=	CHEMBL278	1	539.1623268639999
CHEMBL425647	IC50	nM	Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	7.2	8.14	CHEMBL987227	=	CHEMBL278	1	539.1623268639999
CHEMBL457223	IC50	nM	Cc1ccc(F)cc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	1.6	8.80	CHEMBL987226	=	CHEMBL278	1	557.152905052
CHEMBL515348	IC50	nM	Cc1cc(F)ccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	2.8	8.55	CHEMBL987226	=	CHEMBL278	1	557.152905052
CHEMBL458484	IC50	nM	Cc1c(F)cccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	12.0	7.92	CHEMBL987226	=	CHEMBL278	1	557.152905052
CHEMBL456348	IC50	nM	Cc1cc(NC(=O)Nc2ccccc2Br)c(Cl)cc1CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(C(=O)O)cc1	4.8	8.32	CHEMBL987226	=	CHEMBL278	1	617.0728389320001
CHEMBL456347	IC50	nM	O=C(Nc1cc(Cl)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl)Nc1ccccc1Br	7.5	8.12	CHEMBL987226	=	CHEMBL278	1	637.0182165159999
CHEMBL515819	IC50	nM	O=C(Nc1cc(F)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl)Nc1ccccc1Br	4.3	8.37	CHEMBL987226	=	CHEMBL278	1	621.047767056
CHEMBL456608	IC50	nM	Cc1cc(NC(=O)Nc2ccccc2Cl)c(Cl)cc1CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(C(=O)O)cc1	3.5	8.46	CHEMBL987226	=	CHEMBL278	1	573.123354512
CHEMBL456399	IC50	nM	O=C(Nc1ccccc1Cl)Nc1cc(Cl)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	3.4	8.47	CHEMBL987226	=	CHEMBL278	1	593.0687320959998
CHEMBL456180	IC50	nM	O=C(Nc1ccccc1Cl)Nc1cc(F)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	2.9	8.54	CHEMBL987226	=	CHEMBL278	1	577.098282636
CHEMBL515662	IC50	nM	Cc1cc(NC(=O)Nc2ccccc2C)c(Cl)cc1CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(C(=O)O)cc1	1.9	8.72	CHEMBL987226	=	CHEMBL278	1	553.177976928
CHEMBL456814	IC50	nM	Cc1ccccc1NC(=O)Nc1cc(Cl)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	2.2	8.66	CHEMBL987226	=	CHEMBL278	1	573.123354512
CHEMBL456815	IC50	nM	Cc1ccccc1NC(=O)Nc1cc(F)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	1.8	8.74	CHEMBL987226	=	CHEMBL278	1	557.152905052
CHEMBL457223	IC50	nM	Cc1ccc(F)cc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	31.0	7.51	CHEMBL987227	=	CHEMBL278	1	557.152905052
CHEMBL515348	IC50	nM	Cc1cc(F)ccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	330.0	6.48	CHEMBL987227	=	CHEMBL278	1	557.152905052
CHEMBL458484	IC50	nM	Cc1c(F)cccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	745.0	6.13	CHEMBL987227	=	CHEMBL278	1	557.152905052
CHEMBL456348	IC50	nM	Cc1cc(NC(=O)Nc2ccccc2Br)c(Cl)cc1CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(C(=O)O)cc1	629.0	6.20	CHEMBL987227	=	CHEMBL278	1	617.0728389320001
CHEMBL456347	IC50	nM	O=C(Nc1cc(Cl)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl)Nc1ccccc1Br	1462.0	5.83	CHEMBL987227	=	CHEMBL278	1	637.0182165159999
CHEMBL515819	IC50	nM	O=C(Nc1cc(F)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl)Nc1ccccc1Br	688.0	6.16	CHEMBL987227	=	CHEMBL278	1	621.047767056
CHEMBL456608	IC50	nM	Cc1cc(NC(=O)Nc2ccccc2Cl)c(Cl)cc1CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(C(=O)O)cc1	394.0	6.41	CHEMBL987227	=	CHEMBL278	1	573.123354512
CHEMBL456399	IC50	nM	O=C(Nc1ccccc1Cl)Nc1cc(Cl)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	630.0	6.20	CHEMBL987227	=	CHEMBL278	1	593.0687320959998
CHEMBL456180	IC50	nM	O=C(Nc1ccccc1Cl)Nc1cc(F)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	332.0	6.48	CHEMBL987227	=	CHEMBL278	1	577.098282636
CHEMBL515662	IC50	nM	Cc1cc(NC(=O)Nc2ccccc2C)c(Cl)cc1CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(C(=O)O)cc1	36.0	7.44	CHEMBL987227	=	CHEMBL278	1	553.177976928
CHEMBL456814	IC50	nM	Cc1ccccc1NC(=O)Nc1cc(Cl)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	63.0	7.20	CHEMBL987227	=	CHEMBL278	1	573.123354512
CHEMBL456815	IC50	nM	Cc1ccccc1NC(=O)Nc1cc(F)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl	44.0	7.36	CHEMBL987227	=	CHEMBL278	1	557.152905052
CHEMBL519290	IC50	nM	Cc1ccccc1Nc1nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3COCCCC(=O)O)cc2o1	831.0	6.08	CHEMBL1023759	=	CHEMBL278	1	469.2012992159999
CHEMBL481501	IC50	nM	Cc1ccccc1Nc1nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3CO[C@H]3CC[C@H](C(=O)O)CC3)cc2o1	2.8	8.55	CHEMBL1023759	=	CHEMBL278	1	509.2325993439999
CHEMBL512903	IC50	nM	Cc1ccccc1Nc1nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3CO[C@H]3CC[C@@H](C(=O)O)CC3)cc2o1	443.0	6.35	CHEMBL1023759	=	CHEMBL278	1	509.2325993439999
CHEMBL472146	IC50	nM	Cc1ccccc1Nc1nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3COC3CCC(C(=O)O)CC3)cc2o1	15.0	7.82	CHEMBL1023759	=	CHEMBL278	1	509.2325993439999
CHEMBL481404	IC50	nM	Cc1ccccc1Nc1nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3COc3ccc(C(=O)O)cc3)cc2o1	19.0	7.72	CHEMBL1023759	=	CHEMBL278	1	503.1856491519999
CHEMBL482190	IC50	nM	Cc1ccccc1Nc1nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3C(=O)N3CCC(CC(=O)O)CC3)cc2o1	19.0	7.72	CHEMBL1023759	=	CHEMBL278	1	522.2278483119999
CHEMBL519461	IC50	nM	Cc1ccccc1Nc1nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3C(=O)N3CCN(CC(=O)O)CC3)cc2o1	50.0	7.30	CHEMBL1023759	=	CHEMBL278	1	523.2230972799999
CHEMBL481627	IC50	nM	Cc1ccccc1Nc1nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3COCCCCCC(=O)O)cc2o1	164.0	6.79	CHEMBL1023759	=	CHEMBL278	1	497.2325993439999
CHEMBL481626	IC50	nM	Cc1ccccc1Nc1nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3COCCCCC(=O)O)cc2o1	198.0	6.70	CHEMBL1023759	=	CHEMBL278	1	483.2169492799999
CHEMBL506449	IC50	nM	C[C@@]1(C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1	0.11	9.96	CHEMBL999754	=	CHEMBL278	1	672.017066208
CHEMBL506449	IC50	nM	C[C@@]1(C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1	49.0	7.31	CHEMBL999755	=	CHEMBL278	1	672.017066208
CHEMBL445303	IC50	nM	O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2C[C@@H](NC3CCC3)CN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)c1c(Cl)cncc1Cl	0.1	10.00	CHEMBL999754	=	CHEMBL278	1	727.059265368
CHEMBL448863	IC50	nM	O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2C[C@@H](N3CCCCC3)CN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)c1c(Cl)cncc1Cl	0.09	10.05	CHEMBL999754	=	CHEMBL278	1	741.0749154319999
CHEMBL505992	IC50	nM	O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2C[C@@H](N3CCCC3)CN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)c1c(Cl)cncc1Cl	0.1	10.00	CHEMBL999754	=	CHEMBL278	1	727.059265368
CHEMBL444822	IC50	nM	O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2C[C@H](N3CCC3)CN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)c1c(Cl)cncc1Cl	0.2	9.70	CHEMBL999754	=	CHEMBL278	1	713.0436153039999
CHEMBL502641	IC50	nM	O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2C[C@@H](N3CCC3)CN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)c1c(Cl)cncc1Cl	0.08	10.10	CHEMBL999754	=	CHEMBL278	1	713.0436153039999
CHEMBL507665	IC50	nM	N[C@@H]1C[C@@H](C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)N(S(=O)(=O)c2cc(Cl)cc(Cl)c2)C1	0.09	10.05	CHEMBL999754	=	CHEMBL278	1	673.0123151759999
CHEMBL296804	IC50	nM	O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)c1c(Cl)cncc1Cl	0.07	10.15	CHEMBL999754	=	CHEMBL278	1	658.001416144
CHEMBL445303	IC50	nM	O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2C[C@@H](NC3CCC3)CN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)c1c(Cl)cncc1Cl	0.1	10.00	CHEMBL999755	=	CHEMBL278	1	727.059265368
CHEMBL448863	IC50	nM	O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2C[C@@H](N3CCCCC3)CN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)c1c(Cl)cncc1Cl	0.3	9.52	CHEMBL999755	=	CHEMBL278	1	741.0749154319999
CHEMBL505992	IC50	nM	O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2C[C@@H](N3CCCC3)CN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)c1c(Cl)cncc1Cl	0.2	9.70	CHEMBL999755	=	CHEMBL278	1	727.059265368
CHEMBL502641	IC50	nM	O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2C[C@@H](N3CCC3)CN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)c1c(Cl)cncc1Cl	0.2	9.70	CHEMBL999755	=	CHEMBL278	1	713.0436153039999
CHEMBL507665	IC50	nM	N[C@@H]1C[C@@H](C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)N(S(=O)(=O)c2cc(Cl)cc(Cl)c2)C1	0.4	9.40	CHEMBL999755	=	CHEMBL278	1	673.0123151759999
CHEMBL296804	IC50	nM	O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)c1c(Cl)cncc1Cl	1.5	8.82	CHEMBL999755	=	CHEMBL278	1	658.001416144
CHEMBL601467	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](n3cccn3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.22	9.66	CHEMBL1074813	=	CHEMBL278	1	681.09640788
CHEMBL601468	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](n3ccnc3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.81	9.09	CHEMBL1074813	=	CHEMBL278	1	681.09640788
CHEMBL601469	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](n3cncn3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.55	9.26	CHEMBL1074813	=	CHEMBL278	1	682.091656848
CHEMBL601470	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](n3ncnn3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.08	10.10	CHEMBL1074813	=	CHEMBL278	1	683.0869058160001
CHEMBL589748	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](n3ncc4ccccc43)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.25	9.60	CHEMBL1074813	=	CHEMBL278	1	731.112057944
CHEMBL601682	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](n3ncc4c3CCCC4)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.35	9.46	CHEMBL1074813	=	CHEMBL278	1	735.143358072
CHEMBL601683	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](n3cnc4ccccc43)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.08	10.10	CHEMBL1074813	=	CHEMBL278	1	731.112057944
CHEMBL569403	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.34	9.47	CHEMBL1074813	=	CHEMBL278	1	670.116808976
CHEMBL569255	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.16	9.80	CHEMBL1074813	=	CHEMBL278	1	684.1324590400001
CHEMBL569263	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCCCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.11	9.96	CHEMBL1074813	=	CHEMBL278	1	698.148109104
CHEMBL601684	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCCCCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.42	9.38	CHEMBL1074813	=	CHEMBL278	1	712.1637591680001
